remoteip,date3,time,date,requests,req_protocol,req_method,status,Response_time,bytes_sent,referal,user_agent,virtual_host,serveid,error_level,error_message
localhost2,09-01-2013,07:15:32,'2013-01-09 07:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,400,703,626,www.amazon.com,IE8,virtualhost1,server1,error,Bad Request
localhost2,09-01-2013,07:27:32,'2013-01-09 07:27:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,6658,283,www.4shared.com,IE8,virtualhost1,server1,,
localhost4,09-01-2013,07:33:32,'2013-01-09 07:33:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,785,200,www.4shared.com,IE8,virtualhost1,server1,,
localhost1,09-01-2013,07:39:32,'2013-01-09 07:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,197,626,www.4shared.com,IE8,virtualhost1,server1,,
localhost1,09-01-2013,07:45:32,'2013-01-09 07:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,401,290,6647,www.4shared.com,Opera/9.80,virtualhost2,server1,error,Authorization Required: /var/www/favcon.php
localhost1,09-01-2013,07:51:32,'2013-01-09 07:51:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,244,200,www.facebook.com,Opera/9.80,virtualhost1,server1,,
localhost1,09-01-2013,07:57:32,'2013-01-09 07:57:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,4662,283,www.facebook.com,Opera/9.80,virtualhost2,server1,,
localhost2,09-01-2013,08:03:32,'2013-01-09 08:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,292,626,www.facebook.com,Crome,virtualhost2,server1,,
localhost2,09-01-2013,08:09:32,'2013-01-09 08:09:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,408,378,6647,www.facebook.com,Crome,virtualhost2,server1,error,Request Timed Out: /var/www/testing.php
localhost2,09-01-2013,08:21:32,'2013-01-09 08:21:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,760,200,www.google.com,IE8,virtualhost1,server1,,
localhost3,09-01-2013,08:27:32,'2013-01-09 08:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,585,626,www.google.com,IE8,virtualhost1,server1,,
localhost3,09-01-2013,08:33:32,'2013-01-09 08:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,355,6648,www.google.com,IE8,virtualhost1,server1,,
localhost4,09-01-2013,08:39:32,'2013-01-09 08:39:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,12841,283,www.yahoo.com,Opera/9.80,virtualhost1,server1,,
localhost4,09-01-2013,08:45:32,'2013-01-09 08:45:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,404,261,200,www.yahoo.com,Mozilla/5.0,virtualhost2,server1,error,File does not exist: /var/www/favicon.php
localhost5,09-01-2013,08:51:32,'2013-01-09 08:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,197,626,www.yahoo.com,Mozilla/5.0,virtualhost2,server1,,
localhost5,09-01-2013,08:57:32,'2013-01-09 08:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,407,6649,www.timesofindia.com,Mozilla/5.0,virtualhost2,server1,,
localhost2,09-01-2013,09:03:32,'2013-01-09 09:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5325,283,www.timesofindia.com,Crome,virtualhost2,server1,,
localhost4,09-01-2013,09:09:32,'2013-01-09 09:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,511,200,www.timesofindia.com,IE8,virtualhost2,server1,,
localhost1,09-01-2013,09:15:32,'2013-01-09 09:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,403,693,626,www.flipkart.com,IE8,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost1,09-01-2013,09:21:32,'2013-01-09 09:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,342,6656,www.flipkart.com,IE8,virtualhost1,server1,,
localhost3,09-01-2013,09:27:32,'2013-01-09 09:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,211,626,www.flipkart.com,IE8,virtualhost2,server1,,
localhost3,09-01-2013,09:33:32,'2013-01-09 09:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,406,6657,www.ebay.com,IE8,virtualhost2,server1,,
localhost3,09-01-2013,09:39:32,'2013-01-09 09:39:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,304,284,200,www.ebay.com,Opera/9.80,virtualhost2,server1,,
localhost3,09-01-2013,09:51:32,'2013-01-09 09:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,698,626,www.amazon.com,Opera/9.80,virtualhost2,server1,,
localhost4,09-01-2013,09:57:32,'2013-01-09 09:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,389,6646,www.amazon.com,Crome,virtualhost1,server1,,
localhost4,09-01-2013,10:03:32,'2013-01-09 10:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5032,283,www.amazon.com,Crome,virtualhost2,server1,,
localhost4,09-01-2013,10:09:32,'2013-01-09 10:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,400,412,200,www.facebook.com,Opera/9.80,virtualhost2,server1,error,Bad Request
localhost4,09-01-2013,10:15:32,'2013-01-09 10:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,255,626,www.google.com,Opera/9.80,virtualhost1,server1,,
localhost4,09-01-2013,10:21:32,'2013-01-09 10:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,401,312,6647,www.google.com,Opera/9.80,virtualhost1,server1,error,Authorization Required: /var/www/favcon.php
localhost5,09-01-2013,10:27:32,'2013-01-09 10:27:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,3228,283,www.4shared.com,Opera/9.80,virtualhost1,server1,,
localhost5,09-01-2013,10:33:32,'2013-01-09 10:33:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,240,200,www.yahoo.com,Opera/9.80,virtualhost1,server1,,
localhost5,09-01-2013,10:39:32,'2013-01-09 10:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,680,624,www.yahoo.com,Mozilla/5.0,virtualhost2,server1,,
localhost5,09-01-2013,10:45:32,'2013-01-09 10:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,408,834,6654,www.timesofindia.com,Mozilla/5.0,virtualhost2,server1,error,Request Timed Out: /var/www/testing.php
localhost5,09-01-2013,10:51:32,'2013-01-09 10:51:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,5437,283,www.timesofindia.com,Mozilla/5.0,virtualhost1,server1,,
localhost2,09-01-2013,10:57:32,'2013-01-09 10:57:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,721,200,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,,
localhost1,09-01-2013,11:09:32,'2013-01-09 11:09:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,309,6646,www.ebay.com,Crome,virtualhost2,server1,,
localhost1,09-01-2013,11:15:32,'2013-01-09 11:15:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,4262,283,www.ebay.com,Crome,virtualhost2,server1,,
localhost1,09-01-2013,11:21:32,'2013-01-09 11:21:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,404,281,200,www.amazon.com,Opera/9.80,virtualhost2,server1,error,File does not exist: /var/www/favicon.php
localhost3,09-01-2013,11:27:32,'2013-01-09 11:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,2231,626,www.amazon.com,Opera/9.80,virtualhost2,server1,,
localhost3,09-01-2013,11:33:32,'2013-01-09 11:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,403,268,6647,www.4shared.com,Opera/9.80,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost3,09-01-2013,11:39:32,'2013-01-09 11:39:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5094,283,www.4shared.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,09-01-2013,11:45:32,'2013-01-09 11:45:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,304,290,200,www.facebook.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,09-01-2013,11:51:32,'2013-01-09 11:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,414,203,626,www.facebook.com,Mozilla/5.0,virtualhost1,server1,error,Request URI Too Long: /var/www/testphp.php
localhost4,09-01-2013,11:57:32,'2013-01-09 11:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,346,6646,www.facebook.com,Mozilla/5.0,virtualhost1,server1,,
localhost4,09-01-2013,12:03:32,'2013-01-09 12:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,400,5361,283,www.facebook.com,Mozilla/5.0,virtualhost1,server1,error,Bad Request
localhost4,09-01-2013,12:09:32,'2013-01-09 12:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,243,200,www.google.com,Crome,virtualhost2,server1,,
localhost4,09-01-2013,12:15:32,'2013-01-09 12:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,287,626,www.google.com,Crome,virtualhost2,server1,,
localhost4,09-01-2013,12:21:32,'2013-01-09 12:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,462,6646,www.yahoo.com,Crome,virtualhost2,server1,,
localhost5,09-01-2013,12:27:32,'2013-01-09 12:27:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,799,200,www.yahoo.com,Crome,virtualhost2,server1,,
localhost5,09-01-2013,12:33:32,'2013-01-09 12:33:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,270,625,www.timesofindia.com,Crome,virtualhost2,server1,,
localhost5,09-01-2013,12:45:32,'2013-01-09 12:45:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,401,9053,283,www.flipkart.com,IE8,virtualhost1,server1,error,Authorization Required: /var/www/favcon.php
localhost5,09-01-2013,12:51:32,'2013-01-09 12:51:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,593,200,www.flipkart.com,IE8,virtualhost1,server1,,
localhost2,09-01-2013,12:57:32,'2013-01-09 12:57:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,300,626,www.ebay.com,IE8,virtualhost2,server1,,
localhost4,09-01-2013,13:03:32,'2013-01-09 13:03:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,348,6649,www.ebay.com,Opera/9.80,virtualhost2,server1,,
localhost1,09-01-2013,13:09:32,'2013-01-09 13:09:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,3998,283,www.amazon.com,Opera/9.80,virtualhost2,server1,,
localhost1,09-01-2013,13:15:32,'2013-01-09 13:15:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,230,200,www.amazon.com,Opera/9.80,virtualhost2,server1,,
localhost3,09-01-2013,13:21:32,'2013-01-09 13:21:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,408,199,626,www.4shared.com,Opera/9.80,virtualhost2,server1,error,Request Timed Out: /var/www/testing.php
localhost3,09-01-2013,13:27:32,'2013-01-09 13:27:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,379,6648,www.4shared.com,Crome,virtualhost2,server1,,
localhost3,09-01-2013,13:33:32,'2013-01-09 13:33:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,7069,283,www.4shared.com,Crome,virtualhost1,server1,,
localhost3,09-01-2013,13:39:32,'2013-01-09 13:39:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,256,200,www.facebook.com,Crome,virtualhost1,server1,,
localhost4,09-01-2013,13:45:32,'2013-01-09 13:45:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,211,625,www.facebook.com,IE8,virtualhost1,server1,,
localhost4,09-01-2013,13:51:32,'2013-01-09 13:51:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,404,338,6645,www.facebook.com,IE8,virtualhost1,server1,error,File does not exist: /var/www/favicon.php
localhost4,09-01-2013,14:03:32,'2013-01-09 14:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,672,626,www.google.com,IE8,virtualhost1,server1,,
localhost5,09-01-2013,14:09:32,'2013-01-09 14:09:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,801,6657,www.google.com,IE8,virtualhost2,server1,,
localhost5,09-01-2013,14:15:32,'2013-01-09 14:15:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,6597,283,www.google.com,Opera/9.80,virtualhost2,server1,,
localhost5,09-01-2013,14:21:32,'2013-01-09 14:21:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,672,200,www.google.com,Opera/9.80,virtualhost2,server1,,
localhost5,09-01-2013,14:27:32,'2013-01-09 14:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,403,341,626,www.yahoo.com,Opera/9.80,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost2,09-01-2013,14:33:32,'2013-01-09 14:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,345,6649,www.yahoo.com,Opera/9.80,virtualhost1,server1,,
localhost4,09-01-2013,14:39:32,'2013-01-09 14:39:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,414,268,200,www.yahoo.com,Opera/9.80,virtualhost1,server1,error,Request URI Too Long: /var/www/testphp.php
localhost1,09-01-2013,14:45:32,'2013-01-09 14:45:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,400,4707,283,www.yahoo.com,Mozilla/5.0,virtualhost2,server1,error,Bad Request
localhost1,09-01-2013,14:51:32,'2013-01-09 14:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,682,623,www.timesofindia.com,IE8,virtualhost2,server1,,
localhost1,09-01-2013,14:57:32,'2013-01-09 14:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,259,6644,www.timesofindia.com,IE8,virtualhost2,server1,,
localhost2,09-01-2013,15:09:32,'2013-01-09 15:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,257,200,www.timesofindia.com,IE8,virtualhost1,server1,,
localhost3,09-01-2013,15:15:32,'2013-01-09 15:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,700,625,www.flipkart.com,Opera/9.80,virtualhost1,server1,,
localhost4,09-01-2013,15:21:32,'2013-01-09 15:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,400,6650,www.flipkart.com,Opera/9.80,virtualhost1,server1,,
localhost5,09-01-2013,15:27:32,'2013-01-09 15:27:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,408,6321,283,www.flipkart.com,Opera/9.80,virtualhost1,server1,error,Request Timed Out: /var/www/testing.php
localhost2,09-01-2013,15:33:32,'2013-01-09 15:33:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,304,579,200,www.flipkart.com,Opera/9.80,virtualhost1,server1,,
localhost4,09-01-2013,15:39:32,'2013-01-09 15:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,597,626,www.ebay.com,Opera/9.80,virtualhost2,server1,,
localhost1,09-01-2013,15:45:32,'2013-01-09 15:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,404,393,6658,www.ebay.com,Mozilla/5.0,virtualhost2,server1,error,File does not exist: /var/www/favicon.php
localhost1,09-01-2013,15:51:32,'2013-01-09 15:51:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,266,200,www.ebay.com,Mozilla/5.0,virtualhost2,server1,,
localhost1,09-01-2013,15:57:32,'2013-01-09 15:57:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,7491,283,www.ebay.com,Mozilla/5.0,virtualhost1,server1,,
localhost1,09-01-2013,16:03:32,'2013-01-09 16:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,195,626,www.amazon.com,Crome,virtualhost1,server1,,
localhost3,09-01-2013,16:15:32,'2013-01-09 16:15:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,403,9402,283,www.amazon.com,Crome,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost3,09-01-2013,16:21:32,'2013-01-09 16:21:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,243,200,www.amazon.com,IE8,virtualhost1,server1,,
localhost3,09-01-2013,16:27:32,'2013-01-09 16:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,197,626,www.4shared.com,IE8,virtualhost2,server1,,
localhost3,09-01-2013,16:33:32,'2013-01-09 16:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,315,6649,www.facebook.com,IE8,virtualhost2,server1,,
localhost3,09-01-2013,16:39:32,'2013-01-09 16:39:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,3083,283,www.facebook.com,Opera/9.80,virtualhost2,server1,,
localhost4,09-01-2013,16:45:32,'2013-01-09 16:45:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,281,200,www.facebook.com,Opera/9.80,virtualhost2,server1,,
localhost4,09-01-2013,16:51:32,'2013-01-09 16:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,237,626,www.facebook.com,Mozilla/5.0,virtualhost2,server1,,
localhost4,09-01-2013,16:57:32,'2013-01-09 16:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,414,268,6649,www.facebook.com,Mozilla/5.0,virtualhost2,server1,error,Request URI Too Long: /var/www/testphp.php
localhost4,09-01-2013,17:03:32,'2013-01-09 17:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5848,283,www.google.com,Crome,virtualhost1,server1,,
localhost4,09-01-2013,17:09:32,'2013-01-09 17:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,271,200,www.google.com,Crome,virtualhost1,server1,,
localhost5,09-01-2013,17:15:32,'2013-01-09 17:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,194,626,www.google.com,Crome,virtualhost1,server1,,
localhost5,09-01-2013,17:21:32,'2013-01-09 17:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,251,6649,www.yahoo.com,IE8,virtualhost1,server1,,
localhost5,09-01-2013,17:27:32,'2013-01-09 17:27:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,6802,283,www.yahoo.com,IE8,virtualhost1,server1,,
localhost5,09-01-2013,17:39:32,'2013-01-09 17:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,644,626,www.timesofindia.com,Opera/9.80,virtualhost2,server1,,
localhost2,09-01-2013,17:45:32,'2013-01-09 17:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,368,6649,www.timesofindia.com,Mozilla/5.0,virtualhost2,server1,,
localhost4,09-01-2013,17:51:32,'2013-01-09 17:51:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5193,283,www.timesofindia.com,Mozilla/5.0,virtualhost1,server1,,
localhost1,09-01-2013,17:57:32,'2013-01-09 17:57:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,729,200,www.flipkart.com,Opera/9.80,virtualhost1,server1,,
localhost2,09-01-2013,18:03:32,'2013-01-09 18:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,693,623,www.flipkart.com,Opera/9.80,virtualhost1,server1,,
localhost2,09-01-2013,18:09:32,'2013-01-09 18:09:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,401,346,6649,www.flipkart.com,Opera/9.80,virtualhost2,server1,error,Authorization Required: /var/www/favcon.php
localhost2,09-01-2013,18:15:32,'2013-01-09 18:15:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,6273,283,www.ebay.com,Mozilla/5.0,virtualhost2,server1,,
localhost2,09-01-2013,18:21:32,'2013-01-09 18:21:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,236,200,www.ebay.com,Mozilla/5.0,virtualhost2,server1,,
localhost2,09-01-2013,18:27:32,'2013-01-09 18:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,661,626,www.ebay.com,Crome,virtualhost2,server1,,
localhost3,09-01-2013,18:33:32,'2013-01-09 18:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,279,6648,www.amazon.com,Crome,virtualhost2,server1,,
localhost3,09-01-2013,18:45:32,'2013-01-09 18:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,404,6661,www.amazon.com,IE8,virtualhost1,server1,,
localhost3,09-01-2013,18:51:32,'2013-01-09 18:51:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,404,5013,283,www.4shared.com,IE8,virtualhost1,server1,error,File does not exist: /var/www/favicon.php
localhost3,09-01-2013,18:57:32,'2013-01-09 18:57:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,575,200,www.4shared.com,IE8,virtualhost1,server1,,
localhost4,09-01-2013,19:03:32,'2013-01-09 19:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,403,245,626,www.4shared.com,IE8,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost4,09-01-2013,19:09:32,'2013-01-09 19:09:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,340,6650,www.facebook.com,Mozilla/5.0,virtualhost1,server1,,
localhost4,09-01-2013,19:15:32,'2013-01-09 19:15:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,4130,283,www.facebook.com,Mozilla/5.0,virtualhost2,server1,,
localhost4,09-01-2013,19:21:32,'2013-01-09 19:21:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,289,200,www.yahoo.com,Crome,virtualhost2,server1,,
localhost4,09-01-2013,19:27:32,'2013-01-09 19:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,189,626,www.timesofindia.com,IE8,virtualhost2,server1,,
localhost5,09-01-2013,19:33:32,'2013-01-09 19:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,270,6650,www.flipkart.com,IE8,virtualhost2,server1,,
localhost5,09-01-2013,19:39:32,'2013-01-09 19:39:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,3747,283,www.ebay.com,IE8,virtualhost2,server1,,
localhost5,09-01-2013,19:45:32,'2013-01-09 19:45:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,414,712,200,www.amazon.com,IE8,virtualhost1,server1,error,Request URI Too Long: /var/www/testphp.php
localhost5,09-01-2013,19:51:32,'2013-01-09 19:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,238,623,www.4shared.com,IE8,virtualhost2,server1,,
localhost5,09-01-2013,19:57:32,'2013-01-09 19:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,344,6650,www.4shared.com,Opera/9.80,virtualhost2,server1,,
localhost2,09-01-2013,20:03:32,'2013-01-09 20:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,4330,283,www.4shared.com,Crome,virtualhost2,server1,,
localhost4,09-01-2013,20:09:32,'2013-01-09 20:09:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,431,624,www.4shared.com,Crome,virtualhost1,server1,,
localhost1,09-01-2013,20:21:32,'2013-01-09 20:21:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,400,7285,283,www.facebook.com,IE8,virtualhost2,server1,error,Bad Request
localhost2,09-01-2013,20:27:32,'2013-01-09 20:27:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,842,200,www.google.com,IE8,virtualhost2,server1,,
localhost2,09-01-2013,20:33:32,'2013-01-09 20:33:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,247,626,www.google.com,Opera/9.80,virtualhost2,server1,,
localhost3,09-01-2013,20:39:32,'2013-01-09 20:39:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,258,6650,www.google.com,Opera/9.80,virtualhost1,server1,,
localhost3,09-01-2013,20:45:32,'2013-01-09 20:45:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,21152,283,www.yahoo.com,Opera/9.80,virtualhost1,server1,,
localhost4,09-01-2013,20:51:32,'2013-01-09 20:51:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,304,770,200,www.yahoo.com,Opera/9.80,virtualhost1,server1,,
localhost4,09-01-2013,20:57:32,'2013-01-09 20:57:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,401,664,626,www.yahoo.com,Mozilla/5.0,virtualhost1,server1,error,Authorization Required: /var/www/favcon.php
localhost5,09-01-2013,21:03:32,'2013-01-09 21:03:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,282,6651,www.yahoo.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,09-01-2013,21:09:32,'2013-01-09 21:09:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,11684,283,www.timesofindia.com,Mozilla/5.0,virtualhost2,server1,,
localhost2,09-01-2013,21:15:32,'2013-01-09 21:15:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,824,200,www.timesofindia.com,Mozilla/5.0,virtualhost2,server1,,
localhost2,09-01-2013,21:27:32,'2013-01-09 21:27:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,408,545,6651,www.timesofindia.com,Crome,virtualhost1,server1,error,Request Timed Out: /var/www/testing.php
localhost2,09-01-2013,21:33:32,'2013-01-09 21:33:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,6379,283,www.flipkart.com,Opera/9.80,virtualhost2,server1,,
localhost2,09-01-2013,21:39:32,'2013-01-09 21:39:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,756,200,www.flipkart.com,Opera/9.80,virtualhost2,server1,,
localhost2,09-01-2013,21:45:32,'2013-01-09 21:45:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,690,619,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,09-01-2013,21:51:32,'2013-01-09 21:51:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,630,6651,www.flipkart.com,Crome,virtualhost2,server1,,
localhost4,09-01-2013,21:57:32,'2013-01-09 21:57:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,9991,283,www.ebay.com,Crome,virtualhost1,server1,,
localhost5,09-01-2013,22:03:32,'2013-01-09 22:03:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,404,704,200,www.ebay.com,Crome,virtualhost1,server1,error,File does not exist: /var/www/favicon.php
localhost2,09-01-2013,22:09:32,'2013-01-09 22:09:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,607,624,www.ebay.com,Crome,virtualhost1,server1,,
localhost4,09-01-2013,22:15:32,'2013-01-09 22:15:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,403,536,6651,www.ebay.com,IE8,virtualhost2,server1,error,client denied by server configuration: /var/www/fa
localhost1,09-01-2013,22:21:32,'2013-01-09 22:21:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,6744,283,www.amazon.com,IE8,virtualhost2,server1,,
localhost1,09-01-2013,22:27:32,'2013-01-09 22:27:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,523,200,www.amazon.com,Opera/9.80,virtualhost2,server1,,
localhost1,09-01-2013,22:33:32,'2013-01-09 22:33:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,278,626,www.amazon.com,Opera/9.80,virtualhost1,server1,,
