remoteip,date,date1,time,destination,req_method,status,distance,delay,user_agent,referal,requests,error_level,Response_time,error_message
127.0.0.1,1011510,30-11-2012,20:26:17,HTTP/1.1,GET,200,7186,411,Mozilla/5.0 (X11,google.com,"\GET /access.php HTTP/1.0\""""",error,390,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 390
127.0.0.1,1011510,30-11-2012,20:26:18,HTTP/1.1,GET,200,1488,410,Mozilla/5.0 (X11,facebook,"\GET /access.php HTTP/1.0\""""",error,1149,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 391
127.0.0.1,1011510,30-11-2012,20:26:19,HTTP/1.1,GET,200,1904,410,Mozilla/5.0 (X11,facebook,"\GET /access.php HTTP/1.0\""""",error,377,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011512,30-11-2012,20:28:50,HTTP/1.1,GET,200,2860,420,Mozilla/5.0 (X11,facebook,"\GET /access.php HTTP/1.0\""""",error,443,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 391
127.0.0.1,1011512,30-11-2012,20:29:13,HTTP/1.1,GET,200,3369,422,Mozilla/5.0 (X11,facebook,"\GET /testing.php HTTP/1.1\""""",error,476,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 392
127.0.0.1,1011514,30-11-2012,20:30:00,HTTP/1.1,GET,200,3043,422,Mozilla/5.0 (X11,facebook,"\POST /phpmyadmin/sql.php HTTP""",error,416,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011514,30-11-2012,20:30:00,HTTP/1.1,GET,200,3394,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/cross_fram""",error,983572,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 392
127.0.0.1,1011515,30-11-2012,20:30:01,HTTP/1.1,GET,200,1146,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,1430,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 393
127.0.0.1,1011515,30-11-2012,20:30:54,HTTP/1.1,GET,200,3402,422,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/themes/pmahom""",error,211278,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011515,30-11-2012,20:30:55,HTTP/1.1,GET,200,3607,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/jquery/jqu""",error,1658,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 393
127.0.0.1,1011515,30-11-2012,20:30:56,HTTP/1.1,GET,200,1233,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/update-loc""",error,2153,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 394
127.0.0.1,1011515,30-11-2012,20:31:32,HTTP/1.1,GET,200,3010,422,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/phpmyadmin.cs""",error,844888,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011515,30-11-2012,20:31:32,HTTP/1.1,GET,200,2898,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/functions.""",error,351,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 394
127.0.0.1,1011515,30-11-2012,20:31:33,HTTP/1.1,GET,200,2917,421,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/js/jquery/jqu""",error,642,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 395
127.0.0.1,1011515,30-11-2012,20:33:48,HTTP/1.1,GET,200,2853,422,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/messages.p""",error,649,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011515,30-11-2012,20:33:49,HTTP/1.1,GET,200,2920,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/sql.php?db=ab""",error,387,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 395
127.0.0.1,1011515,30-11-2012,20:33:50,HTTP/1.1,GET,200,3095,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/print.css HTT""",error,392,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 396
127.0.0.1,1011515,30-11-2012,20:33:50,HTTP/1.1,GET,200,1865,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,331,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011518,30-11-2012,20:33:51,HTTP/1.1,GET,200,3282,421,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/js/cross_fram""",error,418,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 396
127.0.0.1,1011518,30-11-2012,20:33:52,HTTP/1.1,GET,200,2960,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/update-loc""",error,463,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 397
127.0.0.1,1011518,30-11-2012,20:33:53,HTTP/1.1,GET,200,3217,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/functions.""",error,321,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011520,30-11-2012,20:34:20,HTTP/1.1,GET,200,3646,422,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/jquery/jqu""",error,227,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 397
127.0.0.1,1011520,30-11-2012,20:34:21,HTTP/1.1,GET,200,2631,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/jquery/jqu""",error,148,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 398
127.0.0.1,1011520,30-11-2012,20:34:21,HTTP/1.1,GET,200,3257,421,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/themes/pmahom""",error,350,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011520,30-11-2012,20:34:22,HTTP/1.1,GET,200,2993,421,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,413,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 398
127.0.0.1,1011520,30-11-2012,20:34:32,HTTP/1.1,GET,200,3088,419,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,270,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 399
127.0.0.1,1011520,30-11-2012,20:34:51,HTTP/1.1,GET,200,2844,420,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,216,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011520,30-11-2012,20:34:51,HTTP/1.1,GET,200,3155,419,Mozilla/5.0 (X11,facebook,"\POST /phpmyadmin/index.php HT""",error,253,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 399
127.0.0.1,1011520,30-11-2012,20:34:52,HTTP/1.1,GET,200,3504,419,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/index.php?db=""",error,358,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 400
127.0.0.1,1011522,30-11-2012,20:34:53,HTTP/1.1,GET,200,3273,419,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/update-loc""",error,178,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011522,30-11-2012,20:35:37,HTTP/1.1,GET,200,42245,2953,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/common.js?""",error,257,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 400
127.0.0.1,1011524,30-11-2012,20:35:37,HTTP/1.1,GET,304,247,211,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/jquery/jqu""",error,453,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 401
127.0.0.1,1011525,30-11-2012,20:35:37,HTTP/1.1,GET,304,215,213,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/navigation""",error,426,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011525,30-11-2012,20:35:37,HTTP/1.1,GET,304,145,210,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/js/functions.""",error,570,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 401
127.0.0.1,1011525,30-11-2012,20:35:37,HTTP/1.1,GET,304,85,211,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/jquery/jqu""",error,512,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 402
127.0.0.1,1011525,30-11-2012,20:35:37,HTTP/1.1,GET,304,119,211,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/print.css HTT""",error,2467,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011525,30-11-2012,20:35:37,HTTP/1.1,GET,200,25132,9391,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/cross_fram""",error,175,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 402
127.0.0.1,1011525,30-11-2012,20:35:37,HTTP/1.1,GET,200,28440,5333,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,172,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 403
127.0.0.1,1011529,30-11-2012,20:35:39,HTTP/1.1,POST,302,40374,526,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/js/update-loc""",error,147,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011529,30-11-2012,20:35:39,HTTP/1.1,GET,200,63744,1704,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/jquery/jqu""",error,159,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 403
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,304,495,212,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/pMap.js?ts""",error,145,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 404
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,304,411,210,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/functions.""",error,184,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,304,151,211,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/sql.js?ts=""",error,171,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 404
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,200,78690,2099,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/jquery/jqu""",error,156,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 405
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,200,254276,7406,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/js/jquery/jqu""",error,152,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,200,163972,2024,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/sql.php?targe""",error,135,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 405
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,304,164,210,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/phpmyadmin.cs""",error,144,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 406
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,304,163,212,Mozilla/5.0 (X11,webworld.com,"\GET /phpmyadmin/phpmyadmin.cs""",error,141,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,304,147,211,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/navigation.ph""",error,143,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 406
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,304,135,210,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,140,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 407
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,304,134,211,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/themes/pmahom""",error,171,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011530,30-11-2012,20:35:39,HTTP/1.1,GET,304,153,212,Mozilla/5.0 (X11,yahoo.com,"\GET /phpmyadmin/themes/pmahom""",error,1716,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 407
127.0.0.1,1011532,30-11-2012,20:35:39,HTTP/1.1,GET,304,125,212,Mozilla/5.0 (X11,myspace.com,"\GET /phpmyadmin/themes/pmahom""",error,141,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 408
127.0.0.1,1011533,30-11-2012,20:35:39,HTTP/1.1,GET,200,28131,9391,Mozilla/5.0 (X11,pintrest.com,"\GET /phpmyadmin/themes/pmahom""",error,145,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011535,30-11-2012,20:35:41,HTTP/1.1,GET,200,47782,1717,Mozilla/5.0 (X11,amazon.com,"\GET /phpmyadmin/themes/pmahom""",error,214,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 408
127.0.0.1,1011535,30-11-2012,20:35:41,HTTP/1.1,GET,304,179,212,Mozilla/5.0 (X11,webworld.com,"\GET /phpmyadmin/themes/pmahom""",error,140,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 409
127.0.0.1,1011535,30-11-2012,20:35:41,HTTP/1.1,GET,304,152,210,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/themes/pmahom""",error,1172,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011535,30-11-2012,20:35:41,HTTP/1.1,GET,304,155,211,Mozilla/5.0 (X11,yahoo.com,"\GET /phpmyadmin/themes/pmahom""",error,157,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 409
127.0.0.1,1011535,30-11-2012,20:35:41,HTTP/1.1,GET,200,52618,2639,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,153,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 410
127.0.0.1,1011535,30-11-2012,20:35:41,HTTP/1.1,GET,200,398061,4958,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,163,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011537,30-11-2012,20:35:42,HTTP/1.1,GET,304,268,210,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/themes/pmahom""",error,143,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 410
127.0.0.1,1011538,30-11-2012,20:35:42,HTTP/1.1,GET,304,127,212,Mozilla/5.0 (X11,yahoo.com,"\GET /phpmyadmin/themes/pmahom""",error,1034,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 411
127.0.0.1,1011538,30-11-2012,20:35:42,HTTP/1.1,GET,304,180,210,Mozilla/5.0 (X11,myspace.com,"\GET /phpmyadmin/themes/pmahom""",error,565,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011540,30-11-2012,20:35:42,HTTP/1.1,GET,304,164,212,Mozilla/5.0 (X11,pintrest.com,"\GET /phpmyadmin/themes/pmahom""",error,1278,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 411
127.0.0.1,1011540,30-11-2012,20:35:42,HTTP/1.1,GET,304,421,210,Mozilla/5.0 (X11,amazon.com,"\GET /phpmyadmin/phpmyadmin.cs""",error,206,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 412
127.0.0.1,1011540,30-11-2012,20:35:42,HTTP/1.1,GET,304,125,211,Mozilla/5.0 (X11,webworld.com,"\GET /phpmyadmin/navigation.ph""",error,193,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011540,30-11-2012,20:35:42,HTTP/1.1,GET,304,108,211,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/themes/pmahom""",error,1241,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 412
127.0.0.1,1011541,30-11-2012,20:35:42,HTTP/1.1,GET,200,24677,5336,Mozilla/5.0 (X11,yahoo.com,"\GET /phpmyadmin/themes/pmahom""",error,684,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 413
127.0.0.1,1011542,30-11-2012,20:35:43,HTTP/1.1,GET,200,26755,491,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,1543,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011542,30-11-2012,20:35:46,HTTP/1.1,GET,200,217,491,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,1540,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 413
127.0.0.1,1011542,30-11-2012,20:35:47,HTTP/1.1,GET,200,155690,16220,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/themes/pmahom""",error,862,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 414
127.0.0.1,1011543,30-11-2012,20:35:47,HTTP/1.1,GET,304,511,210,Mozilla/5.0 (X11,yahoo.com,"\GET /phpmyadmin/themes/pmahom""",error,296,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011543,30-11-2012,20:35:47,HTTP/1.1,GET,304,411,212,Mozilla/5.0 (X11,myspace.com,"\GET /phpmyadmin/themes/pmahom""",error,299,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 414
127.0.0.1,1011543,30-11-2012,20:35:47,HTTP/1.1,GET,304,398,212,Mozilla/5.0 (X11,pintrest.com,"\GET /phpmyadmin/themes/pmahom""",error,627,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 415
127.0.0.1,1011545,30-11-2012,20:35:47,HTTP/1.1,GET,304,337,210,Mozilla/5.0 (X11,amazon.com,"\GET /phpmyadmin/themes/pmahom""",error,608,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011545,30-11-2012,20:35:47,HTTP/1.1,GET,304,452,210,Mozilla/5.0 (X11,webworld.com,"\GET /phpmyadmin/themes/pmahom""",error,428,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 415
127.0.0.1,1011545,30-11-2012,20:35:47,HTTP/1.1,GET,304,408,211,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/themes/pmahom""",error,492,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 416
127.0.0.1,1011545,30-11-2012,20:35:47,HTTP/1.1,GET,304,431,211,Mozilla/5.0 (X11,yahoo.com,"\GET /phpmyadmin/themes/pmahom""",error,274,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011545,30-11-2012,20:35:47,HTTP/1.1,GET,304,427,211,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,272,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 416
::1,1011547,30-11-2012,20:36:03,HTTP/1.0,OPTIONS,200,526,152,Apache/2.2.20 (Ubuntu) (inter,facebook,"\GET /phpmyadmin/themes/pmahom""",error,534,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 417
::1,1011549,30-11-2012,20:36:04,HTTP/1.0,OPTIONS,200,193,152,Apache/2.2.20 (Ubuntu) (inter,google.com,"\GET /phpmyadmin/themes/pmahom""",error,489,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011550,30-11-2012,20:36:42,HTTP/1.1,GET,200,15818,439,Mozilla/5.0 (X11,yahoo.com,"\GET /phpmyadmin/phpmyadmin.cs""",error,230,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 417
127.0.0.1,1011550,30-11-2012,20:37:50,HTTP/1.1,GET,200,11070,488,Mozilla/5.0 (X11,myspace.com,"\GET /phpmyadmin/navigation.ph""",error,268,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 418
127.0.0.1,1011550,30-11-2012,20:37:51,HTTP/1.1,GET,200,14263,487,Mozilla/5.0 (X11,pintrest.com,"\GET /phpmyadmin/themes/pmahom""",error,346,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011550,30-11-2012,20:39:17,HTTP/1.1,GET,200,22064,439,Mozilla/5.0 (X11,amazon.com,"\GET /phpmyadmin/themes/pmahom""",error,273,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 418
127.0.0.1,1011550,30-11-2012,20:40:00,HTTP/1.1,GET,200,8406,441,Mozilla/5.0 (X11,webworld.com,"\GET /phpmyadmin/themes/pmahom""",error,314,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 419
127.0.0.1,1011550,30-11-2012,20:41:30,HTTP/1.1,GET,200,31760,517,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/themes/pmahom""",error,228,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011550,30-11-2012,20:46:26,HTTP/1.1,GET,200,21819,565,Mozilla/5.0 (X11,yahoo.com,"\GET /phpmyadmin/themes/pmahom""",error,272,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 419
127.0.0.1,1011550,30-11-2012,20:46:26,HTTP/1.1,GET,200,18001,565,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,289,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 420
127.0.0.1,1011552,30-11-2012,20:46:27,HTTP/1.1,GET,200,18673,561,Mozilla/5.0 (X11,facebook,"\GET /phpmyadmin/themes/pmahom""",error,244,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011553,30-11-2012,20:46:28,HTTP/1.1,GET,200,15483,565,Mozilla/5.0 (X11,google.com,"\GET /phpmyadmin/themes/pmahom""",error,352,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 420
127.0.0.1,1011555,30-11-2012,20:53:48,HTTP/1.1,GET,200,55922,1718,Mozilla/5.0,yahoo.com,"\GET /phpmyadmin/themes/pmahom""",error,299,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 421
127.0.0.1,1011555,30-11-2012,20:53:48,HTTP/1.1,GET,304,463,212,Mozilla/5.0,myspace.com,"\GET /phpmyadmin/themes/pmahom""",error,469,"\GET /phpmyadmin/sql.php?db=ab"""
127.0.0.1,1011555,30-11-2012,20:53:48,HTTP/1.1,GET,304,105,210,Mozilla/5.0,pintrest.com,"\GET /phpmyadmin/themes/pmahom""",error,423,PHP Warning:  fopen(http://localhost/parsescor.php): failed to open stream: HTTP request failed! HTTP/1.1 404 Not Found\\r\\n in /var/www/testing.php on line 421
